CLIENT HOST	TOTAL	SUC_RATIO	NORMAL	WRONG	LOSS	DELAY
192.168.111.1:9001	3467	97.78%	3434	10	23	0
	2024-12-20 15:25:18:120 CST	DATA_seq: 14701		ACKed
	2024-12-20 15:25:18:135 CST	DATA_seq: 14701		ACKed
	2024-12-20 15:25:18:135 CST	DATA_seq: 14801		ACKed
	2024-12-20 15:25:18:151 CST	DATA_seq: 14901		ACKed
	2024-12-20 15:25:18:166 CST	DATA_seq: 14901		ACKed
	2024-12-20 15:25:18:166 CST	DATA_seq: 15001		ACKed
	2024-12-20 15:25:18:181 CST	DATA_seq: 15001		ACKed
	2024-12-20 15:25:18:181 CST	DATA_seq: 15101		ACKed
	2024-12-20 15:25:18:196 CST	DATA_seq: 15101		ACKed
	2024-12-20 15:25:18:197 CST	DATA_seq: 15201		ACKed
	2024-12-20 15:25:18:212 CST	DATA_seq: 15201		ACKed
	2024-12-20 15:25:18:212 CST	DATA_seq: 15301		ACKed
	2024-12-20 15:25:18:228 CST	DATA_seq: 15301		ACKed
	2024-12-20 15:25:18:228 CST	DATA_seq: 15401		ACKed
	2024-12-20 15:25:18:244 CST	DATA_seq: 15401		ACKed
	2024-12-20 15:25:18:244 CST	DATA_seq: 15501		ACKed
	2024-12-20 15:25:18:260 CST	DATA_seq: 15501		ACKed
	2024-12-20 15:25:18:260 CST	DATA_seq: 15601		ACKed
	2024-12-20 15:25:18:275 CST	DATA_seq: 15601		ACKed
	2024-12-20 15:25:18:275 CST	DATA_seq: 15701		ACKed
	2024-12-20 15:25:18:290 CST	DATA_seq: 15701		ACKed
	2024-12-20 15:25:18:290 CST	DATA_seq: 15801		ACKed
	2024-12-20 15:25:18:305 CST	DATA_seq: 15801		ACKed
	2024-12-20 15:25:18:305 CST	DATA_seq: 15901		ACKed
	2024-12-20 15:25:18:320 CST	DATA_seq: 15901		ACKed
	2024-12-20 15:25:18:320 CST	DATA_seq: 16001		ACKed
	2024-12-20 15:25:18:336 CST	DATA_seq: 16001		ACKed
	2024-12-20 15:25:18:338 CST	DATA_seq: 16101		ACKed
	2024-12-20 15:25:18:352 CST	DATA_seq: 16101		ACKed
	2024-12-20 15:25:18:352 CST	DATA_seq: 16201		ACKed
	2024-12-20 15:25:18:368 CST	DATA_seq: 16201		ACKed
	2024-12-20 15:25:18:368 CST	DATA_seq: 16301		ACKed
	2024-12-20 15:25:18:384 CST	DATA_seq: 16301		ACKed
	2024-12-20 15:25:18:384 CST	DATA_seq: 16401		ACKed
	2024-12-20 15:25:18:399 CST	DATA_seq: 16401		ACKed
	2024-12-20 15:25:18:399 CST	DATA_seq: 16501		ACKed
	2024-12-20 15:25:18:415 CST	DATA_seq: 16501		ACKed
	2024-12-20 15:25:18:415 CST	DATA_seq: 16601		ACKed
	2024-12-20 15:25:18:431 CST	DATA_seq: 16601		ACKed
	2024-12-20 15:25:18:432 CST	DATA_seq: 16701		ACKed
	2024-12-20 15:25:18:447 CST	DATA_seq: 16701		ACKed
	2024-12-20 15:25:18:448 CST	DATA_seq: 16801		ACKed
	2024-12-20 15:25:18:463 CST	DATA_seq: 16801		ACKed
	2024-12-20 15:25:18:463 CST	DATA_seq: 16901		ACKed
	2024-12-20 15:25:18:478 CST	DATA_seq: 16901		ACKed
	2024-12-20 15:25:18:478 CST	DATA_seq: 17001		ACKed
	2024-12-20 15:25:18:494 CST	DATA_seq: 17001		ACKed
	2024-12-20 15:25:18:494 CST	DATA_seq: 17101		ACKed
	2024-12-20 15:25:18:510 CST	DATA_seq: 17101		ACKed
	2024-12-20 15:25:18:510 CST	DATA_seq: 17201		ACKed
	2024-12-20 15:25:18:525 CST	DATA_seq: 17201		ACKed
	2024-12-20 15:25:18:526 CST	DATA_seq: 17301		ACKed
	2024-12-20 15:25:18:540 CST	DATA_seq: 17301		ACKed
	2024-12-20 15:25:18:540 CST	DATA_seq: 17401		ACKed
	2024-12-20 15:25:18:556 CST	DATA_seq: 17401		ACKed
	2024-12-20 15:25:18:556 CST	DATA_seq: 17501		ACKed
	2024-12-20 15:25:18:573 CST	DATA_seq: 17601		ACKed
	2024-12-20 15:25:18:588 CST	DATA_seq: 17601		ACKed
	2024-12-20 15:25:18:589 CST	DATA_seq: 17701		ACKed
	2024-12-20 15:25:18:604 CST	DATA_seq: 17701		ACKed
	2024-12-20 15:25:18:605 CST	DATA_seq: 17801		ACKed
	2024-12-20 15:25:18:619 CST	DATA_seq: 17801		ACKed
	2024-12-20 15:25:18:620 CST	DATA_seq: 17901		ACKed
	2024-12-20 15:25:18:635 CST	DATA_seq: 17901		ACKed
	2024-12-20 15:25:18:635 CST	DATA_seq: 18001		ACKed
	2024-12-20 15:25:18:650 CST	DATA_seq: 18001		ACKed
	2024-12-20 15:25:18:650 CST	DATA_seq: 18101		ACKed
	2024-12-20 15:25:18:665 CST	DATA_seq: 18101		ACKed
	2024-12-20 15:25:18:665 CST	DATA_seq: 18201		ACKed
	2024-12-20 15:25:18:680 CST	DATA_seq: 18201		ACKed
	2024-12-20 15:25:18:680 CST	DATA_seq: 18301		ACKed
	2024-12-20 15:25:18:695 CST	DATA_seq: 18301		ACKed
	2024-12-20 15:25:18:695 CST	DATA_seq: 18401		ACKed
	2024-12-20 15:25:18:710 CST	DATA_seq: 18401		ACKed
	2024-12-20 15:25:18:710 CST	DATA_seq: 18501		ACKed
	2024-12-20 15:25:18:726 CST	DATA_seq: 18501		ACKed
	2024-12-20 15:25:18:727 CST	DATA_seq: 18601		ACKed
	2024-12-20 15:25:18:742 CST	DATA_seq: 18601		ACKed
	2024-12-20 15:25:18:742 CST	DATA_seq: 18701		ACKed
	2024-12-20 15:25:18:758 CST	DATA_seq: 18701		ACKed
	2024-12-20 15:25:18:758 CST	DATA_seq: 18801		ACKed
	2024-12-20 15:25:18:774 CST	DATA_seq: 18801		ACKed
	2024-12-20 15:25:18:774 CST	DATA_seq: 18901		ACKed
	2024-12-20 15:25:18:790 CST	DATA_seq: 18901		ACKed
	2024-12-20 15:25:18:791 CST	DATA_seq: 19001		ACKed
	2024-12-20 15:25:18:806 CST	DATA_seq: 19001		ACKed
	2024-12-20 15:25:18:808 CST	DATA_seq: 19101		ACKed
	2024-12-20 15:25:18:821 CST	DATA_seq: 19101		ACKed
	2024-12-20 15:25:18:822 CST	DATA_seq: 19201		ACKed
	2024-12-20 15:25:18:837 CST	DATA_seq: 19201		ACKed
	2024-12-20 15:25:18:838 CST	DATA_seq: 19301		ACKed
	2024-12-20 15:25:18:853 CST	DATA_seq: 19301		ACKed
	2024-12-20 15:25:18:853 CST	DATA_seq: 19401		ACKed
	2024-12-20 15:25:18:869 CST	DATA_seq: 19401		ACKed
	2024-12-20 15:25:18:869 CST	DATA_seq: 19501		ACKed
	2024-12-20 15:25:18:885 CST	DATA_seq: 19501		ACKed
	2024-12-20 15:25:18:885 CST	DATA_seq: 19601		ACKed
	2024-12-20 15:25:18:901 CST	DATA_seq: 19601		ACKed
	2024-12-20 15:25:18:901 CST	DATA_seq: 19701		ACKed
	2024-12-20 15:25:18:917 CST	DATA_seq: 19701		ACKed
	2024-12-20 15:25:18:917 CST	DATA_seq: 19801		ACKed
	2024-12-20 15:25:18:933 CST	DATA_seq: 19801		ACKed
	2024-12-20 15:25:18:933 CST	DATA_seq: 19901		ACKed
	2024-12-20 15:25:18:949 CST	DATA_seq: 19901		ACKed
	2024-12-20 15:25:18:949 CST	DATA_seq: 20001		ACKed
	2024-12-20 15:25:18:965 CST	DATA_seq: 20001		ACKed
	2024-12-20 15:25:18:965 CST	DATA_seq: 20101		ACKed
	2024-12-20 15:25:18:980 CST	DATA_seq: 20101		ACKed
	2024-12-20 15:25:18:980 CST	DATA_seq: 20201		ACKed
	2024-12-20 15:25:18:995 CST	DATA_seq: 20201		ACKed
	2024-12-20 15:25:18:995 CST	DATA_seq: 20301		ACKed
	2024-12-20 15:25:19:011 CST	DATA_seq: 20301		ACKed
	2024-12-20 15:25:19:011 CST	*Re: DATA_seq: 20301		ACKed
	2024-12-20 15:25:19:011 CST	DATA_seq: 20401		ACKed
	2024-12-20 15:25:19:026 CST	DATA_seq: 20501		ACKed
	2024-12-20 15:25:19:041 CST	DATA_seq: 20501		ACKed
	2024-12-20 15:25:19:041 CST	DATA_seq: 20601		ACKed
	2024-12-20 15:25:19:057 CST	DATA_seq: 20601		ACKed
	2024-12-20 15:25:19:057 CST	*Re: DATA_seq: 20601		ACKed
	2024-12-20 15:25:19:057 CST	DATA_seq: 20701		ACKed
	2024-12-20 15:25:19:073 CST	DATA_seq: 20801		ACKed
	2024-12-20 15:25:19:088 CST	DATA_seq: 20801		ACKed
	2024-12-20 15:25:19:088 CST	DATA_seq: 20901		ACKed
	2024-12-20 15:25:19:104 CST	DATA_seq: 20901		ACKed
	2024-12-20 15:25:19:104 CST	DATA_seq: 21001		ACKed
	2024-12-20 15:25:19:119 CST	DATA_seq: 21001		ACKed
	2024-12-20 15:25:19:119 CST	DATA_seq: 21101		ACKed
	2024-12-20 15:25:19:134 CST	DATA_seq: 21101		ACKed
	2024-12-20 15:25:19:135 CST	DATA_seq: 21201		ACKed
	2024-12-20 15:25:19:150 CST	DATA_seq: 21201		ACKed
	2024-12-20 15:25:19:150 CST	DATA_seq: 21301		ACKed
	2024-12-20 15:25:19:165 CST	DATA_seq: 21301		ACKed
	2024-12-20 15:25:19:165 CST	DATA_seq: 21401		ACKed
	2024-12-20 15:25:19:180 CST	DATA_seq: 21401		ACKed
	2024-12-20 15:25:19:180 CST	DATA_seq: 21501		ACKed
	2024-12-20 15:25:19:196 CST	DATA_seq: 21501		ACKed
	2024-12-20 15:25:19:196 CST	DATA_seq: 21601		ACKed
	2024-12-20 15:25:19:211 CST	DATA_seq: 21601		ACKed
	2024-12-20 15:25:19:211 CST	DATA_seq: 21701		ACKed
	2024-12-20 15:25:19:227 CST	DATA_seq: 21701		ACKed
	2024-12-20 15:25:19:227 CST	DATA_seq: 21801		ACKed
	2024-12-20 15:25:19:243 CST	DATA_seq: 21801		ACKed
	2024-12-20 15:25:19:244 CST	DATA_seq: 21901		ACKed
	2024-12-20 15:25:19:259 CST	DATA_seq: 21901		ACKed
	2024-12-20 15:25:19:259 CST	DATA_seq: 22001		ACKed
	2024-12-20 15:25:19:274 CST	DATA_seq: 22001		ACKed
	2024-12-20 15:25:19:274 CST	DATA_seq: 22101		ACKed
	2024-12-20 15:25:19:289 CST	DATA_seq: 22101		ACKed
	2024-12-20 15:25:19:289 CST	DATA_seq: 22201		ACKed
